,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Fri Feb  9 04:59:15 2018,9.34e-05,39.5526712245252,-8.14201706070218e-08,-1.115771234162018e-08,9.390900000000013e-05,9.390900000000013e-05,9.378060000000004e-05,9.365410000000008e-05,9.38843500000001e-05,1
Fri Feb  9 05:01:15 2018,9.449e-05,60.9458247615038,-2.0114785493911456e-08,-2.5005908849584296e-08,9.390100000000014e-05,9.390100000000014e-05,9.380480000000004e-05,9.365800000000007e-05,9.38863000000001e-05,0
Fri Feb  9 05:02:15 2018,9.434e-05,57.86632794028772,2.0169709882326644e-08,-1.597078510320211e-08,9.389550000000014e-05,9.389550000000014e-05,9.382360000000003e-05,9.366420000000007e-05,9.38882500000001e-05,1
Fri Feb  9 05:07:15 2018,9.473e-05,63.78552223147223,1.8455682885076623e-07,8.848839041636679e-08,9.405150000000014e-05,9.405150000000014e-05,9.394960000000002e-05,9.370820000000009e-05,9.390570000000013e-05,0
Fri Feb  9 05:08:15 2018,9.47e-05,62.93280720129313,2.0181145600776853e-07,1.1115300353464714e-07,9.408850000000014e-05,9.408850000000014e-05,9.397520000000001e-05,9.371890000000008e-05,9.390940000000012e-05,1
Fri Feb  9 05:11:15 2018,9.474e-05,61.6074487302109,2.4346698686496693e-07,1.7355523715430434e-07,9.422300000000014e-05,9.422300000000014e-05,9.405960000000003e-05,9.375150000000008e-05,9.392290000000013e-05,1
Fri Feb  9 05:12:15 2018,9.496e-05,65.54472803244401,2.582761824350047e-07,1.904994262104444e-07,9.428250000000015e-05,9.428250000000015e-05,9.408960000000003e-05,9.376140000000007e-05,9.392770000000014e-05,0
Fri Feb  9 05:15:15 2018,9.47e-05,57.61407143492113,2.3093636433603318e-07,2.1583733840279544e-07,9.440600000000015e-05,9.440600000000015e-05,9.416720000000002e-05,9.378950000000007e-05,9.393825000000012e-05,1
Fri Feb  9 05:16:15 2018,9.482e-05,60.243409808616036,2.2599628414248418e-07,2.178691275507332e-07,9.446450000000015e-05,9.446450000000015e-05,9.419360000000001e-05,9.38017000000001e-05,9.394185000000011e-05,0
Fri Feb  9 05:19:15 2018,9.466e-05,55.13609281566549,1.7791368331910294e-07,2.0521443318274403e-07,9.463400000000016e-05,9.463400000000016e-05,9.425920000000001e-05,9.38335000000001e-05,9.395030000000012e-05,1
Fri Feb  9 05:20:15 2018,9.475e-05,57.56639959720763,1.6965176298596623e-07,1.9810189914338848e-07,9.469050000000017e-05,9.469050000000017e-05,9.427920000000001e-05,9.384600000000009e-05,9.395255000000014e-05,0
Fri Feb  9 05:22:15 2018,9.469e-05,55.384773586729786,1.4495580975082227e-07,1.8093746397265515e-07,9.471850000000017e-05,9.471850000000017e-05,9.4309e-05,9.387050000000008e-05,9.395595000000014e-05,1
Fri Feb  9 05:32:15 2018,9.45e-05,44.78363060205187,3.3703092920965355e-08,8.371897597393787e-08,9.469000000000017e-05,9.469000000000017e-05,9.437559999999998e-05,9.401360000000009e-05,9.398415000000016e-05,1
Fri Feb  9 05:42:15 2018,9.449e-05,43.950452292243256,-2.010864019589588e-08,-1.4933144195601843e-09,9.457800000000014e-05,9.457800000000014e-05,9.449019999999996e-05,9.41177000000001e-05,9.401290000000019e-05,1
Fri Feb  9 05:59:15 2018,9.48e-05,62.21629656796208,7.789539649916621e-08,6.131396827861429e-08,9.468500000000015e-05,9.468500000000015e-05,9.467279999999999e-05,9.43387000000001e-05,9.408150000000011e-05,1
Fri Feb  9 06:00:15 2018,9.483e-05,64.72372855892255,7.618976870727627e-08,6.428912836434668e-08,9.470150000000016e-05,9.470150000000016e-05,9.467199999999999e-05,9.435280000000009e-05,9.40856500000001e-05,0
Fri Feb  9 06:02:15 2018,9.475e-05,53.86572645393372,6.38012473997302e-08,6.548765156413956e-08,9.473000000000016e-05,9.473000000000016e-05,9.466919999999998e-05,9.43794000000001e-05,9.409340000000013e-05,1
Fri Feb  9 06:03:15 2018,9.485e-05,62.490500026623174,6.432249216867583e-08,6.525461968504682e-08,9.474750000000016e-05,9.474750000000016e-05,9.466979999999999e-05,9.43934000000001e-05,9.409765000000013e-05,0
Fri Feb  9 06:04:15 2018,9.48e-05,56.77521981601865,6.000925098003718e-08,6.420554594404489e-08,9.475800000000015e-05,9.475800000000015e-05,9.467059999999997e-05,9.44068000000001e-05,9.410010000000013e-05,1
Fri Feb  9 06:08:15 2018,9.511e-05,74.43409521015424,9.221440564099917e-08,7.228307117654679e-08,9.483100000000016e-05,9.483100000000016e-05,9.469099999999998e-05,9.44649000000001e-05,9.410315000000011e-05,0
Fri Feb  9 06:10:15 2018,9.495e-05,59.169825696008914,9.044577979998975e-08,7.947197559943642e-08,9.486400000000017e-05,9.486400000000017e-05,9.470199999999998e-05,9.44906000000001e-05,9.41081000000001e-05,1
Fri Feb  9 06:14:15 2018,9.52e-05,70.96288959809763,1.1189805421801238e-07,9.324139059907733e-08,9.493350000000016e-05,9.493350000000016e-05,9.4734e-05,9.452930000000009e-05,9.411435000000012e-05,0
Fri Feb  9 06:15:15 2018,9.506e-05,59.458669644761656,1.0720457103862064e-07,9.603402668698599e-08,9.494150000000017e-05,9.494150000000017e-05,9.474059999999999e-05,9.453680000000007e-05,9.411555000000012e-05,1
Fri Feb  9 06:16:15 2018,9.519e-05,65.11421382648962,1.1267600648452931e-07,9.936242264649465e-08,9.495600000000017e-05,9.495600000000017e-05,9.475020000000001e-05,9.454470000000008e-05,9.411755000000011e-05,0
Fri Feb  9 06:20:15 2018,9.503e-05,53.7972110486066,9.087109540699607e-08,1.0066571707647486e-07,9.500850000000018e-05,9.500850000000018e-05,9.47864e-05,9.45770000000001e-05,9.41294500000001e-05,1
Fri Feb  9 06:21:15 2018,9.51e-05,57.60806020143345,8.66952087120082e-08,9.787161540358152e-08,9.502300000000018e-05,9.502300000000018e-05,9.479740000000001e-05,9.458600000000011e-05,9.41339000000001e-05,0
Fri Feb  9 06:23:15 2018,9.497e-05,49.32660707712454,6.162931499780291e-08,8.687702726557749e-08,9.504150000000017e-05,9.504150000000017e-05,9.48166e-05,9.459800000000011e-05,9.414385000000011e-05,1
Fri Feb  9 06:35:15 2018,9.868e-05,93.7999200208294,8.911323569973397e-07,6.016320234342428e-07,9.623300000000017e-05,9.623300000000017e-05,9.54118e-05,9.49699000000001e-05,9.431765000000013e-05,0
Fri Feb  9 06:36:15 2018,9.755e-05,65.87282292045359,8.469024367432378e-07,6.506861060960418e-07,9.635100000000019e-05,9.635100000000019e-05,9.54706e-05,9.500890000000009e-05,9.433625000000011e-05,1
Fri Feb  9 06:37:15 2018,9.837e-05,72.31446198371589,8.680111609117461e-07,6.941511170591826e-07,9.651250000000018e-05,9.651250000000018e-05,9.554540000000001e-05,9.505600000000009e-05,9.435875000000011e-05,0
Fri Feb  9 06:38:15 2018,9.829e-05,70.9082410737438,8.682757036544654e-07,7.289760343782392e-07,9.667000000000017e-05,9.667000000000017e-05,9.56186e-05,9.510280000000008e-05,9.438085000000013e-05,1
Fri Feb  9 06:46:15 2018,9.854e-05,69.64434286112731,7.362083519315069e-07,7.953453965423122e-07,9.804650000000016e-05,9.804650000000016e-05,9.62296e-05,9.544910000000005e-05,9.457325000000014e-05,0
Fri Feb  9 06:49:15 2018,9.779e-05,53.26115253504249,5.072915321817644e-07,6.872076946957087e-07,9.824850000000017e-05,9.824850000000017e-05,9.641560000000002e-05,9.554420000000006e-05,9.463765000000015e-05,1
Fri Feb  9 06:52:15 2018,9.852e-05,63.79443745870241,4.4099878873225145e-07,5.693743407873717e-07,9.83385000000002e-05,9.83385000000002e-05,9.662680000000004e-05,9.564800000000006e-05,9.470470000000015e-05,0
Fri Feb  9 06:54:15 2018,9.815e-05,56.14433637994727,3.7080446127587174e-07,5.038124402135482e-07,9.83355000000002e-05,9.83355000000002e-05,9.676140000000005e-05,9.571600000000004e-05,9.474775000000017e-05,1
Fri Feb  9 06:55:15 2018,9.826e-05,57.85826722686579,3.4634915021722855e-07,4.723197822142843e-07,9.831450000000019e-05,9.831450000000019e-05,9.682940000000006e-05,9.575160000000004e-05,9.477055000000018e-05,0
Fri Feb  9 06:56:15 2018,9.792e-05,51.19800183430363,2.961195002400377e-07,4.37079725819435e-07,9.833300000000018e-05,9.833300000000018e-05,9.688840000000005e-05,9.578260000000003e-05,9.479215000000018e-05,1
Fri Feb  9 06:58:15 2018,9.799e-05,52.46457281205982,2.2445872862670224e-07,3.6554826898006313e-07,9.829700000000019e-05,9.829700000000019e-05,9.700500000000008e-05,9.584800000000002e-05,9.483545000000019e-05,0
Fri Feb  9 06:59:15 2018,9.788e-05,50.19054566809449,1.885829865046581e-07,3.3015521248498214e-07,9.826850000000019e-05,9.826850000000019e-05,9.706240000000007e-05,9.588020000000002e-05,9.48568500000002e-05,1
Fri Feb  9 07:04:15 2018,9.772e-05,45.76668224803529,8.166485103578553e-08,1.8880445981215443e-07,9.809150000000016e-05,9.809150000000016e-05,9.734800000000007e-05,9.604100000000004e-05,9.49693500000002e-05,1
Fri Feb  9 07:05:15 2018,9.797e-05,51.88101284551563,7.439110031196646e-08,1.6592178791211683e-07,9.806500000000018e-05,9.806500000000018e-05,9.740620000000008e-05,9.607340000000004e-05,9.499280000000019e-05,0
Fri Feb  9 07:06:15 2018,9.775e-05,46.87292274415539,5.029467338804085e-08,1.4279636500730164e-07,9.802550000000017e-05,9.802550000000017e-05,9.745740000000007e-05,9.610380000000005e-05,9.501595000000021e-05,1
Fri Feb  9 07:08:15 2018,9.79e-05,50.43974187922575,3.460745742254567e-08,1.0477759666140773e-07,9.801300000000017e-05,9.801300000000017e-05,9.756720000000006e-05,9.616740000000006e-05,9.50623500000002e-05,0
Fri Feb  9 07:19:15 2018,9.78e-05,47.68869415508431,-8.981034775392446e-09,4.4566896635270195e-09,9.785800000000015e-05,9.785800000000015e-05,9.80692000000001e-05,9.65297e-05,9.531100000000023e-05,1
Fri Feb  9 07:24:15 2018,9.798e-05,55.87175303384293,1.5548983315464312e-08,4.9408129544719685e-09,9.785500000000014e-05,9.785500000000014e-05,9.80692000000001e-05,9.669979999999996e-05,9.541710000000025e-05,0
Fri Feb  9 07:25:15 2018,9.791e-05,51.874795737116884,1.5769755204922257e-08,7.106601404562026e-09,9.785200000000013e-05,9.785200000000013e-05,9.805380000000007e-05,9.673279999999996e-05,9.543945000000024e-05,1
Fri Feb  9 07:26:15 2018,9.795e-05,53.904095417367245,1.8953895514848954e-08,9.476060226619411e-09,9.786200000000014e-05,9.786200000000014e-05,9.806180000000008e-05,9.676619999999995e-05,9.546335000000023e-05,0
Fri Feb  9 07:27:15 2018,9.786e-05,48.90706071608334,1.4053106350090934e-08,1.0391469451313715e-08,9.786150000000015e-05,9.786150000000015e-05,9.805160000000007e-05,9.679849999999994e-05,9.548555000000024e-05,1
Fri Feb  9 07:28:15 2018,9.791e-05,51.5919147872794,1.4041911348066467e-08,1.1121557830664265e-08,9.786200000000014e-05,9.786200000000014e-05,9.804400000000007e-05,9.683129999999995e-05,9.550780000000024e-05,0
Fri Feb  9 07:29:15 2018,9.79e-05,51.014526016929636,1.3075397755626592e-08,1.1512325815656731e-08,9.786750000000016e-05,9.786750000000016e-05,9.803300000000006e-05,9.686379999999994e-05,9.553005000000026e-05,1
Fri Feb  9 07:30:15 2018,9.797e-05,54.82571672249529,1.775319596376574e-08,1.2760499845278534e-08,9.788000000000017e-05,9.788000000000017e-05,9.802040000000007e-05,9.689699999999994e-05,9.555260000000025e-05,0
Fri Feb  9 07:31:15 2018,9.79e-05,50.58715686241651,1.5631776372257824e-08,1.3334755150674391e-08,9.788900000000017e-05,9.788900000000017e-05,9.800460000000006e-05,9.692939999999994e-05,9.557490000000026e-05,1
Fri Feb  9 07:33:15 2018,9.815e-05,62.04616239501656,4.445372023013038e-08,2.218434279021313e-08,9.791850000000018e-05,9.791850000000018e-05,9.798160000000005e-05,9.699689999999993e-05,9.562225000000026e-05,0
Fri Feb  9 07:46:15 2018,9.84e-05,73.80142602615582,1.1452995053548738e-07,8.740787644031294e-08,9.81245000000002e-05,9.81245000000002e-05,9.797840000000008e-05,9.743339999999989e-05,9.593430000000026e-05,0
Fri Feb  9 07:50:15 2018,9.8e-05,42.17134837223797,5.544136842848481e-08,8.32729999629921e-08,9.81710000000002e-05,9.81710000000002e-05,9.799380000000009e-05,9.755839999999991e-05,9.602450000000027e-05,1
Fri Feb  9 07:51:15 2018,9.809e-05,48.19785921435977,4.405088782348412e-08,7.54285775350905e-08,9.818050000000021e-05,9.818050000000021e-05,9.79956000000001e-05,9.758889999999993e-05,9.604545000000025e-05,0
Fri Feb  9 07:52:15 2018,9.787e-05,37.821847187445854,1.7074860137806418e-08,6.37578340556337e-08,9.81690000000002e-05,9.81690000000002e-05,9.799300000000009e-05,9.761689999999994e-05,9.606480000000025e-05,1
Fri Feb  9 07:54:15 2018,9.798e-05,44.40196495774935,-7.2154044809022e-09,3.9702249186266605e-08,9.81530000000002e-05,9.81530000000002e-05,9.799820000000009e-05,9.767309999999991e-05,9.610120000000025e-05,0
Fri Feb  9 07:57:15 2018,9.761e-05,30.850357242053207,-7.195972985578813e-08,-4.688561902889318e-09,9.809950000000018e-05,9.809950000000018e-05,9.79910000000001e-05,9.77514999999999e-05,9.615230000000026e-05,1
Fri Feb  9 07:58:15 2018,9.798e-05,48.81174291787848,-6.353770771329152e-08,-1.645839106496976e-08,9.809200000000019e-05,9.809200000000019e-05,9.799260000000012e-05,9.77798999999999e-05,9.617010000000026e-05,0
Fri Feb  9 08:01:15 2018,9.79e-05,47.05138084653572,-7.013673781374385e-08,-4.353278007273084e-08,9.80395000000002e-05,9.80395000000002e-05,9.799800000000011e-05,9.786279999999989e-05,9.622440000000025e-05,0
Fri Feb  9 08:04:15 2018,9.759e-05,37.34195804248064,-9.686574802537343e-08,-6.412226518859112e-08,9.795350000000019e-05,9.795350000000019e-05,9.798940000000011e-05,9.79431999999999e-05,9.627610000000028e-05,1
Fri Feb  9 08:06:15 2018,9.778e-05,45.76566012604712,-9.928856734636932e-08,-7.79373439862562e-08,9.788350000000017e-05,9.788350000000017e-05,9.79820000000001e-05,9.79883999999999e-05,9.631425000000029e-05,0
Fri Feb  9 08:08:15 2018,9.775e-05,44.70944854706001,-8.975274525853264e-08,-8.288577257422842e-08,9.783550000000017e-05,9.783550000000017e-05,9.797840000000008e-05,9.801859999999992e-05,9.635335000000027e-05,1
Fri Feb  9 08:11:15 2018,9.818e-05,61.12687970846813,-3.248047706613582e-08,-7.068233750047712e-08,9.781800000000017e-05,9.781800000000017e-05,9.798400000000007e-05,9.803249999999993e-05,9.641360000000027e-05,0
Fri Feb  9 08:12:15 2018,9.805e-05,55.605153737338284,-1.4412344858890681e-08,-5.9428338972159834e-08,9.782700000000017e-05,9.782700000000017e-05,9.798740000000008e-05,9.803319999999993e-05,9.643500000000027e-05,1
Fri Feb  9 08:13:15 2018,9.839e-05,64.60945672474021,2.703034954688237e-08,-4.213660126835139e-08,9.784900000000018e-05,9.784900000000018e-05,9.799580000000007e-05,9.803569999999995e-05,9.645705000000028e-05,0
Fri Feb  9 08:14:15 2018,9.813e-05,55.36225321588793,3.845091810358511e-08,-2.601909739396409e-08,9.785650000000018e-05,9.785650000000018e-05,9.799880000000008e-05,9.803399999999994e-05,9.647780000000026e-05,1
Fri Feb  9 08:15:15 2018,9.815e-05,55.88529815663741,4.855591149582905e-08,-1.1104095616005464e-08,9.787350000000019e-05,9.787350000000019e-05,9.800360000000009e-05,9.802869999999993e-05,9.649930000000026e-05,0
Fri Feb  9 08:16:15 2018,9.794e-05,49.346910161512945,3.916744863794038e-08,-1.0497867652162936e-09,9.78800000000002e-05,9.78800000000002e-05,9.800340000000009e-05,9.803259999999992e-05,9.652075000000027e-05,1
Fri Feb  9 08:18:15 2018,9.811e-05,54.112056730054704,4.646336115537281e-08,1.5298541985186515e-08,9.790950000000018e-05,9.790950000000018e-05,9.801160000000009e-05,9.802779999999994e-05,9.656530000000026e-05,0
Fri Feb  9 08:21:15 2018,9.758e-05,39.59969200791056,-1.3410157386341097e-08,1.371768100783583e-08,9.790400000000018e-05,9.790400000000018e-05,9.80040000000001e-05,9.800429999999993e-05,9.662470000000027e-05,1
Fri Feb  9 08:22:15 2018,9.779e-05,46.11907742870318,-2.334923691873147e-08,6.30429742252237e-09,9.790400000000018e-05,9.790400000000018e-05,9.79978000000001e-05,9.799519999999993e-05,9.664195000000028e-05,0
Fri Feb  9 08:23:15 2018,9.765e-05,42.80221703203524,-4.2038268040480646e-08,-3.364215670078234e-09,9.790000000000018e-05,9.790000000000018e-05,9.79878000000001e-05,9.798469999999993e-05,9.665770000000029e-05,1
Fri Feb  9 08:24:15 2018,9.769e-05,44.04054783243078,-5.301071956845629e-08,-1.3293516449753845e-08,9.790500000000017e-05,9.790500000000017e-05,9.79796000000001e-05,9.797659999999993e-05,9.667365000000029e-05,0
Fri Feb  9 08:27:15 2018,9.76e-05,41.69914051601108,-8.291347724492652e-08,-4.3417020800588255e-08,9.789150000000019e-05,9.789150000000019e-05,9.795120000000008e-05,9.795419999999992e-05,9.671840000000029e-05,1
Fri Feb  9 08:32:15 2018,9.841e-05,64.78969975718918,4.9717440983194634e-08,-2.3629545670655063e-08,9.79250000000002e-05,9.79250000000002e-05,9.793940000000008e-05,9.795049999999992e-05,9.679925000000028e-05,0
Fri Feb  9 08:33:15 2018,9.839e-05,64.01762675503662,7.95621888569607e-08,-2.991198765131909e-09,9.79250000000002e-05,9.79250000000002e-05,9.794280000000007e-05,9.795209999999994e-05,9.68171000000003e-05,1
Fri Feb  9 08:35:15 2018,9.9e-05,74.5282555907401,1.7823190813502675e-07,5.235555182981104e-08,9.798950000000021e-05,9.798950000000021e-05,9.795860000000007e-05,9.796369999999994e-05,9.685765000000029e-05,0
Fri Feb  9 08:36:15 2018,9.896e-05,72.99020745792839,2.2145595992099367e-07,8.617563344804756e-08,9.804050000000021e-05,9.804050000000021e-05,9.796980000000007e-05,9.797409999999995e-05,9.687835000000029e-05,1
Fri Feb  9 08:43:15 2018,9.997e-05,83.70759374663301,5.258907906358068e-07,3.7514484128596917e-07,9.86780000000002e-05,9.86780000000002e-05,9.819540000000005e-05,9.809419999999997e-05,9.705265000000027e-05,0
Fri Feb  9 08:44:15 2018,9.99e-05,80.5336034100368,5.330360123765557e-07,4.067230755040865e-07,9.878850000000019e-05,9.878850000000019e-05,9.823380000000005e-05,9.811599999999997e-05,9.707850000000026e-05,1
Fri Feb  9 08:45:15 2018,0.0001,81.60657912852358,5.405368440836779e-07,4.3348582922000475e-07,9.89060000000002e-05,9.89060000000002e-05,9.827760000000005e-05,9.813629999999996e-05,9.710485000000026e-05,0
Fri Feb  9 08:47:15 2018,9.971e-05,69.00349740037782,5.070456213365429e-07,4.645148190098196e-07,9.91270000000002e-05,9.91270000000002e-05,9.836220000000005e-05,9.817659999999995e-05,9.715600000000023e-05,1
Fri Feb  9 08:53:15 2018,0.00010192,88.51824513002329,6.69728729575913e-07,5.293709373989271e-07,9.98610000000002e-05,9.98610000000002e-05,9.868980000000005e-05,9.834249999999993e-05,9.733575000000024e-05,0
Fri Feb  9 08:54:15 2018,0.00010161,80.1597859373819,7.218391009777288e-07,5.678645701146874e-07,0.00010001300000000018,0.00010001300000000018,9.877020000000006e-05,9.837979999999992e-05,9.737120000000023e-05,1
Fri Feb  9 08:57:15 2018,0.00010304,86.96369890570625,9.391027733458087e-07,7.096803890283628e-07,0.00010050300000000019,0.00010050300000000019,9.904880000000009e-05,9.851419999999993e-05,9.74890000000002e-05,0
Fri Feb  9 08:59:15 2018,0.00010208,68.39564835138232,9.568399280577108e-07,8.029252551474714e-07,0.00010079600000000018,0.00010079600000000018,9.923440000000009e-05,9.860599999999992e-05,9.756785000000022e-05,1
Fri Feb  9 09:07:15 2018,0.00010684,87.21130217603154,1.7316461747799713e-06,1.362020022605175e-06,0.00010288600000000023,0.00010288600000000023,0.0001003554000000001,9.918149999999995e-05,9.799000000000022e-05,0
Fri Feb  9 09:10:15 2018,0.00010322,51.678317575509226,1.2651235460673337e-06,1.3952855566350068e-06,0.00010350650000000026,0.00010350650000000026,0.0001007220000000001,9.936619999999997e-05,9.81316000000002e-05,1
Fri Feb  9 09:12:15 2018,0.000105,61.384198339770066,1.0942106531384874e-06,1.2898871156638456e-06,0.00010385450000000025,0.00010385450000000025,0.0001009862000000001,9.949199999999996e-05,9.82277000000002e-05,0
Fri Feb  9 09:21:15 2018,0.00010179,39.969148093974276,1.4638227151267066e-08,4.987164172120195e-07,0.00010417150000000025,0.00010417150000000025,0.00010195380000000007,9.994469999999997e-05,9.860210000000024e-05,1
Fri Feb  9 09:24:15 2018,0.00010349,53.290447901830696,1.8945544636822216e-09,2.431148229176429e-07,0.00010387650000000023,0.00010387650000000023,0.00010222440000000008,0.00010008539999999996,9.872460000000024e-05,0
Fri Feb  9 09:25:15 2018,0.00010286,48.632837867733016,-1.615218918942711e-08,1.912614204962289e-07,0.00010372450000000024,0.00010372450000000024,0.00010230160000000008,0.00010013009999999996,9.876460000000025e-05,1
Fri Feb  9 09:33:15 2018,0.0001073,73.26000618773995,7.907576658719749e-07,3.8745168617903086e-07,0.00010374800000000023,0.00010374800000000023,0.00010315640000000005,0.00010067589999999995,9.916060000000025e-05,0
Fri Feb  9 09:35:15 2018,0.0001054,57.71737114923889,7.699311454792629e-07,5.28706225338025e-07,0.00010389700000000023,0.00010389700000000023,0.00010337800000000007,0.00010082779999999995,9.926420000000025e-05,1
Fri Feb  9 09:37:15 2018,0.00010647,63.15406735576112,8.037517972359006e-07,6.188825869655365e-07,0.00010414400000000024,0.00010414400000000024,0.00010362360000000006,0.00010099289999999994,9.937220000000025e-05,0
Fri Feb  9 09:38:15 2018,0.00010567,57.20757944476117,7.740618225224598e-07,6.499184340769211e-07,0.00010430050000000024,0.00010430050000000024,0.00010373960000000007,0.00010106979999999995,9.942485000000025e-05,1
Fri Feb  9 09:41:15 2018,0.00010749,66.17223023851426,8.327859121258729e-07,7.116978866583117e-07,0.00010494400000000026,0.00010494400000000026,0.00010411180000000005,0.00010132559999999993,9.959420000000024e-05,0
Fri Feb  9 09:43:15 2018,0.00010682,60.69728270809427,9.004673150062259e-07,7.805473524951819e-07,0.00010538850000000027,0.00010538850000000027,0.00010433700000000004,0.00010151339999999994,9.971585000000024e-05,1
Fri Feb  9 09:46:15 2018,0.00010823,67.19375834841989,1.0516830760907948e-06,8.908283253348825e-07,0.00010610150000000024,0.00010610150000000024,0.00010469820000000005,0.00010182069999999992,9.990455000000025e-05,0
Fri Feb  9 09:49:15 2018,0.00010699,56.85390157431337,9.031066090051267e-07,9.263953834075715e-07,0.00010659400000000025,0.00010659400000000025,0.00010497900000000004,0.00010210669999999991,0.00010006505000000023,1
Fri Feb  9 09:51:15 2018,0.00010713,57.736064836380244,7.883312570716792e-07,8.854065221864546e-07,0.00010679200000000026,0.00010679200000000026,0.00010512840000000004,0.00010228819999999993,0.00010016035000000022,0
Fri Feb  9 09:54:15 2018,0.00010583,47.280377849474384,4.156792066258941e-07,7.037116813206859e-07,0.00010670100000000028,0.00010670100000000028,0.00010518900000000007,0.00010252079999999992,0.0001002774000000002,1
Fri Feb  9 09:58:15 2018,0.00010677,55.25134485003097,2.8588963364401616e-07,4.656587966840422e-07,0.00010684000000000027,0.00010684000000000027,0.00010522180000000006,0.00010285589999999992,0.00010044185000000022,0
Fri Feb  9 10:03:15 2018,0.00010692,56.85886914634217,2.563676726659596e-07,3.27427194514228e-07,0.00010686350000000025,0.00010686350000000025,0.00010548380000000008,0.00010330609999999992,0.00010064540000000023,0
Fri Feb  9 10:07:15 2018,0.00010578,42.66886739152224,4.7242497014542335e-08,2.1114107141566007e-07,0.00010652550000000025,0.00010652550000000025,0.00010567700000000009,0.00010364689999999994,0.00010080055000000021,1
Fri Feb  9 10:08:15 2018,0.00010586,43.864170298622746,9.393668046517962e-10,1.6910073049345842e-07,0.00010645950000000026,0.00010645950000000026,0.0001057434000000001,0.00010372899999999994,0.0001008401500000002,0
Fri Feb  9 10:14:15 2018,0.00010476,32.28522156909792,-3.5234543813668557e-07,-1.3858069725722845e-07,0.00010604150000000025,0.00010604150000000025,0.0001060550000000001,0.00010413969999999997,0.00010104800000000016,1
Fri Feb  9 10:15:15 2018,0.00010525,41.51928506158098,-3.4645315314934947e-07,-1.8015518843565266e-07,0.00010599850000000025,0.00010599850000000025,0.0001061028000000001,0.00010420219999999996,0.00010108295000000017,0
Fri Feb  9 10:16:15 2018,0.00010478,36.392886596159,-3.7538138396384785e-07,-2.192004275412917e-07,0.00010592000000000026,0.00010592000000000026,0.0001061364000000001,0.00010426039999999995,0.00010111725000000015,1
Fri Feb  9 10:17:15 2018,0.00010494,39.14742154221121,-3.810045689727723e-07,-2.5156125582758783e-07,0.00010583950000000025,0.00010583950000000025,0.0001061632000000001,0.00010431659999999996,0.00010115220000000017,0
Fri Feb  9 10:18:15 2018,0.00010485,38.1467145165755,-3.8824775302279265e-07,-2.788985552666288e-07,0.00010574350000000026,0.00010574350000000026,0.00010618020000000011,0.00010437069999999996,0.00010118650000000017,1
Fri Feb  9 10:23:15 2018,0.00010608,57.57693391542106,-1.7393295090232348e-07,-2.73801104447444e-07,0.00010541250000000028,0.00010541250000000028,0.00010614960000000009,0.00010465299999999999,0.00010137360000000016,0
Fri Feb  9 10:26:15 2018,0.0001052,44.37586013210096,-1.1020809563426807e-07,-1.9159319685056064e-07,0.00010531150000000029,0.00010531150000000029,0.00010615780000000009,0.0001048231,0.00010149065000000015,1
Fri Feb  9 10:28:15 2018,0.00010529,45.81459876760076,-1.2023918863126866e-07,-1.653919033913839e-07,0.00010525800000000029,0.00010525800000000029,0.00010612640000000009,0.00010493299999999999,0.00010156465000000013,0
Fri Feb  9 10:32:15 2018,0.0001045,35.70695098370075,-2.55132729426913e-07,-1.943884770425717e-07,0.00010514250000000027,0.00010514250000000027,0.00010597140000000012,0.0001051052,0.00010170355000000015,1
Fri Feb  9 10:33:15 2018,0.00010462,38.27316106079549,-2.7113778488475015e-07,-2.097383386110074e-07,0.00010513300000000028,0.00010513300000000028,0.00010592740000000011,0.0001051322,0.00010173735000000014,0
Fri Feb  9 10:35:15 2018,0.00010418,32.897776835119245,-3.340589988139593e-07,-2.4887394404348365e-07,0.0001050610000000003,0.0001050610000000003,0.00010578920000000011,0.0001051848,0.0001018014000000001,1
Fri Feb  9 10:43:15 2018,0.00010528,54.81742572427688,-1.020723866250212e-07,-1.9615764781605755e-07,0.00010494050000000029,0.00010494050000000029,0.00010545040000000008,0.0001053163,0.00010208345000000009,0
Fri Feb  9 10:44:15 2018,0.00010521,53.197576391816824,-7.345168362646597e-08,-1.7161645497813925e-07,0.00010490200000000029,0.00010490200000000029,0.00010543800000000007,0.00010531350000000001,0.0001021196000000001,1
Fri Feb  9 10:46:15 2018,0.00010576,62.98376024186302,2.110246123092493e-08,-1.1185770430451191e-07,0.00010491400000000029,0.00010491400000000029,0.00010541100000000007,0.0001053,0.0001021958500000001,0
Fri Feb  9 10:47:15 2018,0.00010557,58.359905997482045,5.281205336521704e-08,-7.892375277056612e-08,0.00010492850000000029,0.00010492850000000029,0.00010539140000000006,0.00010528729999999998,0.00010223440000000009,1
Fri Feb  9 10:48:15 2018,0.00010566,59.86302638428017,8.423339132382628e-08,-4.629232395168764e-08,0.00010494700000000028,0.00010494700000000028,0.00010536920000000005,0.00010529549999999998,0.0001022731500000001,0
Fri Feb  9 10:49:15 2018,0.00010559,58.1061375383812,1.0230727842730546e-07,-1.657240347588902e-08,0.0001049860000000003,0.0001049860000000003,0.00010534700000000005,0.00010530949999999997,0.00010231160000000009,1
