,close,rsi (14),macd,macd signal,bol_upper (20),bol_lower (20),sma50,sma100,sma200,Y
Fri Feb  9 10:53:15 2018,0.0001053,50.06354590721733,1.0469031354146151e-07,6.18897297996056e-08,0.00010515500000000029,0.00010515500000000029,0.00010524400000000004,0.00010536389999999998,0.00010246100000000007,1
Fri Feb  9 10:54:15 2018,0.00010549,54.54749210659278,1.0383582791280443e-07,7.027894942224537e-08,0.0001052100000000003,0.0001052100000000003,0.00010521700000000002,0.00010537879999999998,0.00010249795000000007,0
Fri Feb  9 10:56:15 2018,0.0001053,49.560911631534466,7.866940224243984e-08,7.588097730396342e-08,0.00010531850000000029,0.00010531850000000029,0.00010519040000000002,0.00010540879999999998,0.00010257045000000006,1
Fri Feb  9 10:58:15 2018,0.00010539,51.97785075257336,6.342692371290998e-08,7.21808978929789e-08,0.00010536950000000032,0.00010536950000000032,0.00010517220000000003,0.00010545779999999998,0.00010264295000000006,0
Fri Feb  9 10:59:15 2018,0.00010537,51.36945479023037,5.7272673380473374e-08,6.919925299047779e-08,0.00010538850000000031,0.00010538850000000031,0.00010516560000000002,0.00010548899999999998,0.00010267905000000005,1
Fri Feb  9 11:00:15 2018,0.00010538,51.674036077933664,5.2596008038772145e-08,6.587860400013666e-08,0.00010540750000000031,0.00010540750000000031,0.00010516760000000002,0.00010552109999999999,0.00010271505000000005,0
Fri Feb  9 11:02:15 2018,0.00010531,49.24666676603412,3.7009711904904775e-08,5.6914554044421743e-08,0.00010543750000000032,0.00010543750000000032,0.000105178,0.00010558650000000001,0.00010278615000000007,1
Fri Feb  9 11:04:15 2018,0.0001054,52.514440938499995,3.4317638569858846e-08,4.878933411252933e-08,0.00010545150000000031,0.00010545150000000031,0.000105202,0.00010562850000000002,0.00010285695000000006,0
Fri Feb  9 11:08:15 2018,0.00010481,33.63670284186912,-4.197788943775544e-08,1.5554064296162352e-08,0.00010535950000000028,0.00010535950000000028,0.00010521559999999999,0.00010569790000000001,0.00010299315000000007,1
Fri Feb  9 11:15:15 2018,0.00010573,63.219372432490815,4.258224608639778e-08,-2.116329287259585e-09,0.00010530950000000028,0.00010530950000000028,0.00010518759999999998,0.00010567530000000001,0.00010325155000000006,0
Fri Feb  9 11:16:15 2018,0.00010568,61.23268468405638,6.445039904889936e-08,1.1197016379972205e-08,0.00010532850000000027,0.00010532850000000027,0.0001051972,0.00010567750000000002,0.00010329090000000006,1
Fri Feb  9 11:17:15 2018,0.0001057,61.7504705657765,8.2444531437773e-08,2.544651939153237e-08,0.00010534650000000026,0.00010534650000000026,0.0001052056,0.00010566980000000004,0.00010333135000000006,0
Fri Feb  9 11:19:15 2018,0.0001056,57.37057174846579,9.561376081706357e-08,5.04497274530099e-08,0.00010537250000000026,0.00010537250000000026,0.00010522919999999999,0.00010566800000000005,0.00010340885000000006,1
Fri Feb  9 11:21:15 2018,0.00010573,61.418272721953684,1.088891325901108e-07,7.015667967992773e-08,0.00010540550000000025,0.00010540550000000025,0.00010526699999999998,0.00010564900000000006,0.00010348730000000006,0
Fri Feb  9 11:22:15 2018,0.0001057,59.955261949052506,1.1177375155935144e-07,7.848009405581248e-08,0.00010542500000000025,0.00010542500000000025,0.00010529099999999998,0.00010563120000000006,0.00010352685000000006,1
Fri Feb  9 11:23:15 2018,0.00010572,60.62858635778983,1.1435544731519618e-07,8.565516470768922e-08,0.00010544250000000025,0.00010544250000000025,0.00010531299999999999,0.00010562020000000005,0.00010356680000000005,0
Fri Feb  9 11:24:15 2018,0.00010567,58.002839536769756,1.1108634345080766e-07,9.07414004563129e-08,0.00010545600000000026,0.00010545600000000026,0.00010533859999999999,0.00010560090000000007,0.00010360720000000004,1
Fri Feb  9 11:31:15 2018,0.00010611,72.55828033009253,1.63774119808774e-07,1.2932805977417978e-07,0.0001057270000000003,0.0001057270000000003,0.0001055,0.00010549200000000004,0.00010389010000000004,0
Fri Feb  9 11:33:15 2018,0.00010596,62.726443679557654,1.596210632885621e-07,1.4097966960430107e-07,0.00010578250000000029,0.00010578250000000029,0.00010553280000000002,0.00010549160000000004,0.00010396770000000002,1
Fri Feb  9 11:36:15 2018,0.00010621,70.73932715343872,1.7739237656295807e-07,1.5581139010166717e-07,0.00010585800000000027,0.00010585800000000027,0.00010557480000000003,0.00010549290000000005,0.00010408870000000002,0
Fri Feb  9 11:37:15 2018,0.0001062,70.03438069069102,1.8138919035629725e-07,1.609269501525932e-07,0.00010588300000000027,0.00010588300000000027,0.00010558740000000002,0.00010548940000000005,0.00010412935000000003,1
Fri Feb  9 11:43:15 2018,0.00010627,70.89826729174891,1.8180910617559025e-07,1.7975783985750096e-07,0.00010605950000000029,0.00010605950000000029,0.00010567480000000006,0.00010545940000000008,0.00010438275,1
Fri Feb  9 11:44:15 2018,0.0001063,72.12987113795722,1.779667755609824e-07,1.7939962699819725e-07,0.0001060910000000003,0.0001060910000000003,0.00010569100000000007,0.00010545400000000006,0.0001044258,0
Fri Feb  9 11:53:15 2018,0.0001057,33.97330055538077,-3.590720753341597e-08,4.5724913761369504e-08,0.00010607300000000028,0.00010607300000000028,0.00010578520000000005,0.00010548720000000008,0.00010478249999999997,1
Fri Feb  9 11:58:15 2018,0.00010593,52.08919464699817,-3.4737974757603806e-08,-1.3507112719765763e-08,0.0001059875000000003,0.0001059875000000003,0.00010585040000000004,0.00010553300000000006,0.00010495185000000001,0
Fri Feb  9 11:59:15 2018,0.0001059,49.895770399909736,-2.960574242323057e-08,-1.6726838660458723e-08,0.00010596950000000031,0.00010596950000000031,0.00010586620000000003,0.00010554130000000007,0.0001049839,1
Fri Feb  9 12:03:15 2018,0.00010585,45.7115920051378,-1.0992198710516065e-08,-1.2850950603917448e-08,0.0001059020000000003,0.0001059020000000003,0.00010591860000000005,0.00010555730000000007,0.00010510515,1
Fri Feb  9 12:06:15 2018,0.00010597,53.121816529920416,7.675814489699058e-09,-4.57325722679816e-09,0.0001058605000000003,0.0001058605000000003,0.00010593980000000006,0.00010556850000000007,0.00010519579999999999,1
Fri Feb  9 12:08:15 2018,0.00010628,68.09598597467169,3.7515019048160194e-08,6.4175650161395216e-09,0.0001058880000000003,0.0001058880000000003,0.00010595760000000006,0.00010558550000000009,0.00010525925000000001,0
Fri Feb  9 12:10:15 2018,0.00010616,59.92519386666631,5.7320336128746825e-08,2.361659969638361e-08,0.00010592850000000029,0.00010592850000000029,0.00010597940000000006,0.00010561290000000008,0.00010532115,1
Fri Feb  9 12:13:15 2018,0.00010642,69.74197386680541,9.957469361333599e-08,5.31823133615964e-08,0.00010601750000000028,0.00010601750000000028,0.00010601520000000006,0.00010566410000000008,0.00010539815,0
Fri Feb  9 12:14:15 2018,0.00010641,69.00161764758613,1.1243875785248007e-07,6.503360225977313e-08,0.00010605050000000028,0.00010605050000000028,0.00010603000000000007,0.00010568430000000009,0.00010542215000000002,1
Fri Feb  9 12:21:15 2018,0.00010707,84.0040176809269,2.6402373512081205e-07,1.8320777463651356e-07,0.00010636650000000024,0.00010636650000000024,0.00010615620000000007,0.0001058281000000001,0.00010556715000000005,0
Fri Feb  9 12:22:15 2018,0.00010689,71.28716364978065,2.627927468387871e-07,1.9912476907696826e-07,0.00010641550000000026,0.00010641550000000026,0.00010617400000000007,0.0001058466000000001,0.00010557995000000004,1
Fri Feb  9 12:26:15 2018,0.00010784,85.33320032668732,3.9110330082694816e-07,2.8378827687533636e-07,0.00010672600000000027,0.00010672600000000027,0.00010628700000000009,0.00010593090000000011,0.00010561545000000006,0
Fri Feb  9 12:27:15 2018,0.00010759,73.84502498782894,4.000604772297334e-07,3.070427169462158e-07,0.00010680600000000026,0.00010680600000000026,0.0001063148000000001,0.00010595110000000012,0.00010561920000000006,1
Fri Feb  9 12:29:15 2018,0.00010781,76.95034093152184,4.211035665416561e-07,3.458969224032472e-07,0.00010695550000000026,0.00010695550000000026,0.00010637380000000009,0.00010599320000000012,0.00010565135000000007,0
Fri Feb  9 12:30:15 2018,0.00010773,73.4666663453215,4.2073339785716004e-07,3.6086421749402976e-07,0.00010703400000000025,0.00010703400000000025,0.00010640320000000009,0.00010601450000000012,0.00010567390000000007,1
Fri Feb  9 12:31:15 2018,0.00010792,76.22016100861018,4.3080539221707786e-07,3.748524524386394e-07,0.00010712050000000026,0.00010712050000000026,0.00010643580000000009,0.0001060377000000001,0.00010569560000000008,0
Fri Feb  9 12:38:15 2018,0.0001068,39.669751338754445,1.9969184468245744e-07,3.275647265550608e-07,0.00010746000000000028,0.00010746000000000028,0.00010662540000000009,0.00010618610000000013,0.00010582195000000005,1
Fri Feb  9 12:39:15 2018,0.00010702,45.8018996327738,1.5305253046609833e-07,2.926622873372683e-07,0.00010746350000000028,0.00010746350000000028,0.0001066498000000001,0.00010620260000000012,0.00010584580000000004,0
Fri Feb  9 12:40:15 2018,0.00010674,40.20126449180913,9.243138650210704e-08,2.5261610717023605e-07,0.00010745050000000029,0.00010745050000000029,0.0001066698000000001,0.00010621620000000011,0.00010586865000000006,1
Fri Feb  9 12:41:15 2018,0.00010685,43.14270018716869,5.265776788072299e-08,2.1262443931233344e-07,0.00010743950000000029,0.00010743950000000029,0.00010669200000000011,0.0001062312000000001,0.00010589395000000005,0
Fri Feb  9 12:42:15 2018,0.00010666,39.526127300801775,5.739317190120788e-09,1.712474148878909e-07,0.0001074280000000003,0.0001074280000000003,0.0001067108000000001,0.0001062447000000001,0.00010591560000000005,1
Fri Feb  9 12:43:15 2018,0.00010668,40.09538804530155,-2.9490116452830198e-08,1.3109990861974668e-07,0.00010740450000000031,0.00010740450000000031,0.00010673040000000009,0.00010625780000000008,0.00010593360000000006,0
Fri Feb  9 12:44:15 2018,0.00010634,34.201264635469904,-8.387796199698673e-08,8.810433449639999e-08,0.0001073515000000003,0.0001073515000000003,0.00010674220000000008,0.00010626720000000007,0.00010594785000000005,1
Fri Feb  9 12:45:15 2018,0.0001064,35.98953349070986,-1.2074732289913976e-07,4.633400301729204e-08,0.0001072895000000003,0.0001072895000000003,0.0001067542000000001,0.00010627820000000008,0.00010596555000000006,0
Fri Feb  9 12:48:15 2018,0.00010588,28.115265165332815,-2.4465731493587264e-07,-7.562512464294101e-08,0.0001070520000000003,0.0001070520000000003,0.00010676860000000009,0.00010630950000000008,0.00010600370000000008,1
Fri Feb  9 12:49:15 2018,0.000106,31.99913273935828,-2.7052807082233576e-07,-1.1460571387881995e-07,0.00010696150000000031,0.00010696150000000031,0.00010677060000000009,0.00010631840000000008,0.00010601160000000007,0
Fri Feb  9 12:53:15 2018,0.0001055,25.077082464104617,-3.775868992491433e-07,-2.486174451156281e-07,0.00010653650000000032,0.00010653650000000032,0.00010675260000000005,0.00010633560000000007,0.00010600420000000006,1
Fri Feb  9 12:54:15 2018,0.00010555,26.944039689155975,-3.9228202274290617e-07,-2.7735036064108373e-07,0.00010642450000000032,0.00010642450000000032,0.00010674360000000006,0.00010633610000000007,0.00010600405000000005,0
Fri Feb  9 12:58:15 2018,0.00010492,19.645491792680918,-4.948840740459572e-07,-3.88603314909825e-07,0.00010599350000000029,0.00010599350000000029,0.00010666760000000004,0.00010631260000000005,0.00010599125000000007,1
Fri Feb  9 13:01:15 2018,0.00010516,29.469036024372837,-4.838648865923052e-07,-4.405747623372613e-07,0.00010572150000000028,0.00010572150000000028,0.00010660020000000004,0.00010629440000000004,0.00010597170000000007,0
Fri Feb  9 13:02:15 2018,0.00010499,26.83651440415375,-4.778308943654256e-07,-4.480259887428942e-07,0.00010563800000000028,0.00010563800000000028,0.00010657340000000005,0.00010628730000000003,0.00010595925000000006,1
Fri Feb  9 13:03:15 2018,0.00010513,32.20747108536471,-4.5648995009234857e-07,-4.4971878101278507e-07,0.00010556050000000029,0.00010556050000000029,0.00010654760000000005,0.00010628140000000004,0.00010595080000000006,0
Fri Feb  9 13:06:15 2018,0.00010478,26.629370140942882,-4.431628669145847e-07,-4.4679512558114655e-07,0.00010533450000000028,0.00010533450000000028,0.00010645040000000003,0.00010625510000000005,0.00010590530000000004,1
Fri Feb  9 13:08:15 2018,0.000105,35.22937462334787,-4.0203023459909953e-07,-4.3472339050610476e-07,0.00010523250000000028,0.00010523250000000028,0.00010637740000000002,0.00010623760000000005,0.00010588040000000006,0
Fri Feb  9 13:20:15 2018,0.00010268,10.977017272579213,-6.947014700025038e-07,-5.706140357644421e-07,0.00010427400000000027,0.00010427400000000027,0.00010551680000000003,0.00010596000000000004,0.00010571770000000008,1
Fri Feb  9 13:22:15 2018,0.0001036,38.15484482232417,-6.461490038742282e-07,-6.066597494803055e-07,0.00010409350000000029,0.00010409350000000029,0.00010533120000000001,0.00010589960000000003,0.00010568275000000008,0
Fri Feb  9 13:23:15 2018,0.00010349,36.68312554419397,-6.04209103741168e-07,-6.06169620332478e-07,0.00010401150000000027,0.00010401150000000027,0.00010524480000000003,0.00010587180000000002,0.00010566560000000008,1
Fri Feb  9 13:26:15 2018,0.00010454,55.79177342598953,-3.558475133663908e-07,-5.248431251686406e-07,0.00010390200000000027,0.00010390200000000027,0.00010503720000000003,0.00010580800000000001,0.00010563335000000008,0
Fri Feb  9 13:30:15 2018,0.0001037,42.49011929067235,-2.273345704837407e-07,-3.546576450275245e-07,0.00010373650000000025,0.00010373650000000025,0.00010480460000000004,0.0001057372,0.00010560115000000009,1
Fri Feb  9 13:33:15 2018,0.000104,48.0296349895382,-1.7133620231278405e-07,-2.737785766146805e-07,0.00010369100000000026,0.00010369100000000026,0.00010463680000000003,0.00010568360000000001,0.00010558540000000011,0
Fri Feb  9 13:34:15 2018,0.00010395,47.13237529402603,-1.5558713655661899e-07,-2.501402886030682e-07,0.00010369900000000028,0.00010369900000000028,0.00010458900000000004,0.00010566560000000001,0.0001055813500000001,1
Fri Feb  9 13:35:15 2018,0.00010398,47.76293121279964,-1.39081889749857e-07,-2.2792860883242598e-07,0.00010371100000000028,0.00010371100000000028,0.00010454060000000003,0.00010564740000000001,0.0001055750000000001,0
Fri Feb  9 13:42:15 2018,0.00010327,35.02074875724173,-2.233547949456483e-07,-1.8950392005254744e-07,0.00010383400000000027,0.00010383400000000027,0.00010420400000000006,0.00010548179999999999,0.00010552070000000011,0
Fri Feb  9 13:43:15 2018,0.0001028,28.216927135704744,-2.7163806897172096e-07,-2.0593074983638215e-07,0.00010379950000000027,0.00010379950000000027,0.00010415000000000008,0.0001054513,0.0001055043000000001,1
Fri Feb  9 13:46:15 2018,0.00010325,40.82400234478398,-2.778700272264078e-07,-2.455460142653865e-07,0.00010364750000000028,0.00010364750000000028,0.00010401820000000007,0.00010536539999999997,0.0001054669500000001,0
Fri Feb  9 13:48:15 2018,0.0001029,35.07378629650397,-2.9608046280103913e-07,-2.620346091962749e-07,0.00010350800000000027,0.00010350800000000027,0.00010393580000000008,0.00010530169999999997,0.0001054436000000001,1
Fri Feb  9 13:50:15 2018,0.00010329,45.08610378244637,-2.5377115135087754e-07,-2.6317812971063216e-07,0.00010345650000000027,0.00010345650000000027,0.00010386480000000006,0.00010524279999999997,0.00010542785000000009,0
Fri Feb  9 13:52:15 2018,0.00010327,44.670479490509614,-2.1222905943633962e-07,-2.479214783062264e-07,0.00010339400000000025,0.00010339400000000025,0.00010379280000000007,0.00010518309999999998,0.0001054146000000001,1
Fri Feb  9 13:53:15 2018,0.00010328,44.953836673082876,-1.9390631337183422e-07,-2.3711844531934798e-07,0.00010335800000000025,0.00010335800000000025,0.00010375580000000005,0.00010515169999999999,0.0001054079000000001,0
Fri Feb  9 13:55:15 2018,0.00010325,44.185272658659805,-1.6535078958570236e-07,-2.1332817856701132e-07,0.00010328750000000025,0.00010328750000000025,0.00010368960000000006,0.0001050878,0.0001053976500000001,1
Fri Feb  9 13:56:15 2018,0.00010326,44.53398642990795,-1.5264959538924684e-07,-2.011924619314584e-07,0.00010325550000000025,0.00010325550000000025,0.00010365920000000006,0.00010505479999999999,0.0001053922000000001,0
Fri Feb  9 13:57:15 2018,0.00010304,38.791911727695414,-1.585087783362955e-07,-1.9265572521242584e-07,0.00010321850000000025,0.00010321850000000025,0.00010362200000000007,0.0001050183,0.00010538365000000009,1
Fri Feb  9 14:01:15 2018,0.0001036,55.98070093357119,-6.565346334478934e-08,-1.3688120113182457e-07,0.00010320750000000025,0.00010320750000000025,0.00010351680000000006,0.00010487640000000002,0.00010535225000000006,0
Fri Feb  9 14:09:15 2018,0.00010478,76.47449630195119,2.2155699650506795e-07,5.104895541127669e-08,0.00010354500000000022,0.00010354500000000022,0.00010356100000000007,0.00010458939999999998,0.00010529130000000007,0
Fri Feb  9 14:13:15 2018,0.000104,53.6970416426186,2.472009545560007e-07,1.7845941194045685e-07,0.00010375850000000026,0.00010375850000000026,0.00010365460000000006,0.0001044497,0.00010526825000000005,1
Fri Feb  9 14:16:15 2018,0.0001042,57.78364480765338,2.0681547311482038e-07,1.9590059638698393e-07,0.00010388950000000026,0.00010388950000000026,0.00010365420000000005,0.00010434569999999999,0.00010524930000000007,0
Fri Feb  9 14:17:15 2018,0.00010416,56.626006537468065,1.954517858603305e-07,1.9581083428165324e-07,0.00010394550000000025,0.00010394550000000025,0.00010364900000000005,0.00010431479999999999,0.00010524340000000006,1
Fri Feb  9 14:22:15 2018,0.00010449,64.0315295992928,2.025064942025995e-07,1.9566294069239535e-07,0.00010417800000000026,0.00010417800000000026,0.00010369440000000004,0.00010419240000000001,0.00010521855000000005,0
Fri Feb  9 14:25:15 2018,0.00010428,55.88570992065459,1.7246836284694385e-07,1.9016787537070755e-07,0.00010431150000000029,0.00010431150000000029,0.00010371640000000004,0.00010412850000000001,0.00010520335000000005,1
Fri Feb  9 14:26:15 2018,0.00010431,56.80101186881929,1.608227714057736e-07,1.8429885457772076e-07,0.00010432700000000028,0.00010432700000000028,0.00010372460000000004,0.00010410770000000002,0.00010519880000000006,0
Fri Feb  9 14:34:15 2018,0.00010375,40.90939583233754,-7.126361713398802e-08,3.366319027444687e-08,0.0001041410000000003,0.0001041410000000003,0.00010381419999999997,0.00010395560000000003,0.00010514585000000006,0
Fri Feb  9 14:35:15 2018,0.00010369,39.22075623156552,-8.538818159820375e-08,9.852915899916746e-09,0.0001041180000000003,0.0001041180000000003,0.00010382339999999997,0.00010394010000000005,0.00010513565000000006,1
Fri Feb  9 14:36:15 2018,0.0001038,43.80080514261611,-8.670642234255045e-08,-9.458951748576696e-09,0.0001040980000000003,0.0001040980000000003,0.00010383439999999997,0.00010392630000000003,0.00010512625000000007,0
Fri Feb  9 14:37:15 2018,0.00010378,43.1639249440368,-8.834656626085418e-08,-2.5236474651032194e-08,0.0001040790000000003,0.0001040790000000003,0.00010384999999999999,0.00010391310000000003,0.00010511665000000007,1
Fri Feb  9 14:41:15 2018,0.00010429,60.55925607636862,2.6936629369769165e-09,-2.981743549531187e-08,0.00010403650000000031,0.00010403650000000031,0.00010392699999999998,0.00010387710000000003,0.00010508575000000008,0
